brewery,link,type,address
Ol' Biddy's Brew House,/brewers/ol39-biddy39s-brew-house/41992/,Brewpub/Brewery,"111 Cobequid Rd Unit 1-3, Lower Sackville, Nova Scotia, B4C 2N1, Canada"
Old Abbey Ales,/brewers/old-abbey-ales/22363/,Microbrewery,"30321 Fraser Hwy., Abbotsford, British Columbia, V4X 1K9, Canada"
Old Dog Brewing Company,/brewers/old-dog-brewing-company/36191/,Microbrewery,"29 King Street East, Bobcaygeon, Ontario, K0M 1A0, Canada"
Old Flame Brewing Co.,/brewers/old-flame-brewing-co/19552/,Microbrewery,"135 Perry Street, Port Perry, Ontario, L9L 1B8, Canada"
Old Yale Brewing Co.,/brewers/old-yale-brewing-co/3307/,Microbrewery,"404-44550 S Sumas Rd, Chilliwack, British Columbia, V2R 5M3, Canada"
Oldman River Brewing,/brewers/oldman-river-brewing/32427/,Microbrewery,"101 Breckenridge Ave, Lundbreck, Alberta, T0K 1H0, Canada"
Olds College Brewery,/brewers/olds-college-brewery/19893/,Microbrewery,"4601 - 46 Avenue, Olds, Alberta, T4H 1P5, Canada"
Omen Brewing,/brewers/omen-brewing/41706/,Microbrewery,"9942 67 Ave NW, Edmonton, Alberta, T6E0P5, Canada"
One Great City Brewing,/brewers/one-great-city-brewing/27645/,Microbrewery,"1596 Ness Avenue, Winnipeg, Manitoba, R3J 3W6, Canada"
Orange Snail Brewers,/brewers/orange-snail-brewers/21880/,Microbrewery,"32 Steeles Ave. East, Unit #1, Milton, Ontario, L9T 5A1, Canada"
Oranje Son,/brewers/oranje-son/48564/,Microbrewery,"118 Sutherland St West, Caledonia, Ontario, N3W 1B5, Canada"
Origin Malting & Brewing,/brewers/origin-malting-brewing/32686/,Brewpub/Brewery,"60 Spruce Park drive, Strathmore, Alberta, T1P 1J2, Canada"
Orléans Brewing Co.,/brewers/orleans-brewing-co/31484/,Microbrewery,"4380 Innes Road, Ottawa, Ontario, K4A 3W3, Canada"
OT Brewing Company,/brewers/ot-brewing-company/37633/,Microbrewery,"1155E 44 AVE SE, Calgary, Alberta, T2G 4X4, Canada"
Outcast Brewing,/brewers/outcast-brewing/29736/,Brewpub/Brewery,"607 Manitou Rd SE, Calgary, Alberta, T2G 4C5, Canada"
Outlaw Brew Co,/brewers/outlaw-brew-co/20481/,Brewpub/Brewery,"196 High Street, Southampton, Ontario, N0H2L0, Canada"
OutSpoken Brewing,/brewers/outspoken-brewing/22232/,Microbrewery,"350 Queen St. E, Sault Ste. Marie, Ontario, P6A 1Z1, Canada"
Over Time Beer Works,/brewers/over-time-beer-works/27854/,Microbrewery,"136A Wallinger Ave, Kimberley, British Columbia, V1A1Y8, Canada"
Overflow Brewing Company (Canada),/brewers/overflow-brewing-company-canada/36043/,Microbrewery,"2477 Kaladar Avenue, Ottawa, Ontario, K1V 8B9, Canada"
Overhop - Bières Artisanales (Overhop Brewing Co.),/brewers/overhop-bieres-artisanales-overhop-brewing-co/34656/,Microbrewery,"650 Rue Gaudette local 6, Saint-Jean-sur-Richelieu, Quebec, J3B 1L7, Canada"
Oxus Brewing Company,/brewers/oxus-brewing-company/34959/,Microbrewery,"1180 Sanford St, Winnipeg, Manitoba, R3E 2Z9, Canada"
Oxymore - Microbrasserie,/brewers/oxymore-microbrasserie/40518/,Brewpub/Brewery,"110 rue des PME, Saint-Gilles, Quebec, G0S 2P0, Canada"
Pacific Western Brewing [PWB],/brewers/pacific-western-brewing-pwb/721/,Commercial Brewery,"641 North Nechako Road, Prince George, British Columbia, V2K 4M4, Canada"
Paddock Wood Brewing Co.,/brewers/paddock-wood-brewing-co/5562/,Microbrewery,"B1, 116 - 103rd St E, Saskatoon, Saskatchewan, S7N 1Y7, Canada"
Paddy's Barbecue & Brewery,/brewers/paddy39s-barbecue-brewery/40225/,Brewpub,"3610 Burnsland Road SE, Calgary, Alberta, T2G 3Z2, Canada"
Paddy's Pub & Brewery,/brewers/paddy39s-pub-brewery/3828/,Brewpub,"460 Main Street, Wolfville, Nova Scotia, B0P 1X0, Canada"
Paniza Brewing Co.,/brewers/paniza-brewing-co/41484/,Client Brewer,"Toronto, Ontario, Canada"
Paper Brewing Co.,/brewers/paper-brewing-co/40441/,Client Brewer,"1575 Vernon Drive, Vancouver, British Columbia, V6A3P8, Canada"
Parallel 49 Brewing Company,/brewers/parallel-49-brewing-company/14549/,Microbrewery,"1950 Triumph St., Vancouver, British Columbia, V5L 1K5, Canada"
Paris Beer Company,/brewers/paris-beer-company/44483/,Brewpub/Brewery,"31 Mechanic St., Paris, Ontario, N3L 1K1, Canada"
Park Brewing Company Inc.,/brewers/park-brewing-company-inc/47079/,Microbrewery,"16B Hamilton Avenue, Warman, Saskatchewan, S0K4S0, Canada"
Parsons Brewing Company,/brewers/parsons-brewing-company/28941/,Microbrewery,"876 County Road 49, Picton, Ontario, K0K 2T0, Canada"
Partake Brewing (Premium Near Beer),/brewers/partake-brewing-premium-near-beer/33134/,Client Brewer,"#400 119 14th St NW, Calgary, Alberta, Canada"
Party Time Brewing,/brewers/party-time-brewing/51523/,Microbrewery,"Mount Uniacke, Nova Scotia, Canada"
Patina Brewing Co.,/brewers/patina-brewing-co/42725/,Microbrewery,"2332 Marpole Ave, Port Coquitlam, British Columbia, V3C 2A2, Canada"
Peace River Brewing,/brewers/peace-river-brewing/43151/,Brewpub/Brewery,"4-9710 94 St, Peace River, Alberta, T8S 1J2, Canada"
Pemberton Brewing Co. (Canada),/brewers/pemberton-brewing-co-canada/35954/,Microbrewery,"1936 Stonecutter Place, Pemberton, British Columbia, V0N 2K0, Canada"
Pepperwood Bistro Brewery & Catering,/brewers/pepperwood-bistro-brewery-catering/2025/,Brewpub,"1455 Lakeshore Road, Burlington, Ontario, L7S 2J1, Canada"
Perodam - Microbrasserie Solidaire,/brewers/perodam-microbrasserie-solidaire/51577/,Microbrewery,"1847 Bd Perrot #300, Notre-Dame-de-l'Île-Perrot, Quebec, J7V 7P2, Canada"
Persephone Brewing Company,/brewers/persephone-brewing-company/17527/,Microbrewery,"1053 Stewart Road, Gibsons, British Columbia, V0N 1V7, Canada"
Persian Empire,/brewers/persian-empire/47552/,Microbrewery,"636 Queensway Court, Peterborough, Ontario, K9J 7V6, Canada"
Perspective Microbrasserie,/brewers/perspective-microbrasserie/46129/,Microbrewery,"18 Rue Saint-Patrice, Saint-Liboire, Quebec, J0H 1R0, Canada"
Perth Brewery,/brewers/perth-brewery/17271/,Microbrewery,"121 Dufferin Street  Hwy 7, Perth, Ontario, K7H 3A5, Canada"
Phantom Beer (MOD Beverage),/brewers/phantom-beer-mod-beverage/34882/,Client Brewer,"British Columbia, Canada"
Phillips Brewing & Malting Co.,/brewers/phillips-brewing-malting-co/1844/,Microbrewery,"2010 Government St, Victoria, British Columbia, V8V 4P1, Canada"
Picaroons Brewing Company,/brewers/picaroons-brewing-company/1935/,Microbrewery,"912 Rue Union, Fredericton, New Brunswick, E3A 3P7, Canada"
Pie Braque - Microbrasserie,/brewers/pie-braque-microbrasserie/32474/,Brewpub/Brewery,"2376, Rue Alexis-le-Trotteur, Jonquière, Quebec, G7X 0J7, Canada"
Pile O' Bones Brewing,/brewers/pile-o39-bones-brewing/30148/,Microbrewery,"1808 Cameron St, Regina, Saskatchewan, S4T 7R7, Canada"
Piston Broke Brewing,/brewers/piston-broke-brewing/43139/,Brewpub/Brewery,"350 9 St E, Brooks, Alberta, T1R 1K6, Canada"
Poco Brothers Brewing,/brewers/poco-brothers-brewing/46499/,Brewpub,"1979 Brown St, Port Coquitlam, British Columbia, V3C 2N4, Canada"
Point Brewing Co.,/brewers/point-brewing-co/49924/,Microbrewery,"705 Lite St, Point Edward, Ontario, N7V 1A7, Canada"
Polar Park Brewing Co.,/brewers/polar-park-brewing-co/30953/,Commercial Brewery,"10416 80 Ave NW, Edmonton, Alberta, T6E 4C8, Canada"
Polarity Brewing (Canada),/brewers/polarity-brewing-canada/44578/,Brewpub,"170-2237 2nd Avenue, Whitehorse, Yukon, Y1A 0K7, Canada"
Polybroue,/brewers/polybroue/35389/,Client Brewer,"2500, Chemin de Polytechnique, Montréal, Quebec, H3T 1J4, Canada"
Polyrhythm Brewing,/brewers/polyrhythm-brewing/52242/,Microbrewery,"11635 145 St NW, Edmonton, Alberta, T5M 1V9, Canada"
Port Rexton Brewing,/brewers/port-rexton-brewing/28488/,Microbrewery,"6 Ship Cove Rd, Port Rexton, Newfoundland, A0C 2H0, Canada"
Powell Brewery,/brewers/powell-brewery/15876/,Microbrewery,"1357 Powell Street, Vancouver, British Columbia, Canada"
Powerhouse Brewing Company (Canada),/brewers/powerhouse-brewing-company-canada/37300/,Brewpub/Brewery,"100 Kellogg's Lane, London, Ontario, N5W 0B4, Canada"
Prairie Brewing Company,/brewers/prairie-brewing-company/32423/,Microbrewery,"233058 Township Road 322, Three Hills, Alberta, T0M 2C0, Canada"
Prairie Dog Brewing,/brewers/prairie-dog-brewing/36892/,Brewpub/Brewery,"105D 58th Ave Southeast,, Calgary, Alberta, T2H 0N8, Canada"
Prairie Sun Brewery,/brewers/prairie-sun-brewery/17583/,Microbrewery,"2020 Quebec Avenue, Saskatoon, Saskatchewan, S7K 1W5, Canada"
Prince Albert Brewing Co.,/brewers/prince-albert-brewing-co/17427/,Commercial Brewery,"1425 6 Ave E, Prince Albert, Saskatchewan, S6V 1H7, Canada"
Prince Eddy's Brewing Co.,/brewers/prince-eddy39s-brewing-co/31132/,Microbrewery,"13 McSteven Rd., Picton, Ontario, K0K 2T0, Canada"
Prince Edward Island Brewing Company (Murphy Hospitality Group),/brewers/prince-edward-island-brewing-company-murphy-hospitality-group/3091/,Brewpub/Brewery,"96 Kensington Rd, Charlottetown, Prince Edward Island, C1A 5J4, Canada"
Prohibition Brewing Co. (OP Brands),/brewers/prohibition-brewing-co-op-brands/16689/,Client Brewer,"Kelowna, British Columbia, Canada"
Propeller Brewing Co.,/brewers/propeller-brewing-co/1013/,Microbrewery,"2015 Gottingen Street, Halifax, Nova Scotia, B3K 3B1, Canada"
Prospector Brew House,/brewers/prospector-brew-house/48434/,Brewpub,"23 Cumberland St S, Thunder Bay, Ontario, P7B 2T3, Canada"
Publican House Brewery,/brewers/publican-house-brewery/9964/,Brewpub/Brewery,"300 Charlotte St., Peterbrough, Ontario, K9J 2V5, Canada"
Pump House Brewery,/brewers/pump-house-brewery/1014/,Brewpub/Brewery,"131 Mill Rd, Moncton, New Brunswick, E1A 6R1, Canada"
Quayle's Brewery,/brewers/quayle39s-brewery/43219/,Brewpub/Brewery,"4567 12 Line N,, Coldwater, Ontario, L0K 1E0, Canada"
Quidi Vidi Brewing Company,/brewers/quidi-vidi-brewing-company/1257/,Microbrewery,"15 Barrows Road, St. John's, Newfoundland, A1A 1G8, Canada"
R&B Brewing Co.,/brewers/rb-brewing-co/722/,Microbrewery,"54 East 4th Avenue, Vancouver, British Columbia, V5T 1E8, Canada"
Radical Road Brewing Co.,/brewers/radical-road-brewing-co/15952/,Brewpub/Brewery,"Toronto, Ontario, Canada"
Radium Brewing,/brewers/radium-brewing/46506/,Brewpub/Brewery,"7537 Main St, Radium Hot Springs, British Columbia, V0A1M0, Canada"
Rafter R Brewing Company,/brewers/rafter-r-brewing-company/43942/,Microbrewery,"13 Pacific Avenue, Maple creek, Saskatchewan, S0N1N0, Canada"
RagnaRöck Northern Brewing Company,/brewers/ragnarock-northern-brewing-company/41771/,Brewpub/Brewery,"223-227 West St, St. Anthony, Newfoundland, A0K4S0, Canada"
Railcar Brewing Company,/brewers/railcar-brewing-company/21659/,Microbrewery,"694 Perth Main St, Perth-Andover, New Brunswick, E7H 2W7, Canada"
Railside Brewing (BC),/brewers/railside-brewing-bc/50074/,Brewpub,"1186 High Road, Kelowna, British Columbia, V1Y7B1, Canada"
Railway City Brewing Co.,/brewers/railway-city-brewing-co/9480/,Microbrewery,"130 Edward Street, St. Thomas, Ontario, N5P 1Z1, Canada"
Railyard Brewing,/brewers/railyard-brewing/33686/,Microbrewery,"10301 19 St NE #121, Calgary, Alberta, T3J0R1, Canada"
Rainhard Brewing Co.,/brewers/rainhard-brewing-co/21096/,Brewpub/Brewery,"100 Symes Rd, Toronto, Ontario, M6N 0A8, Canada"
Rally Beer Company,/brewers/rally-beer-company/43558/,Client Brewer,"Ontario, Canada"
Ramblin' Road Brewery Farm,/brewers/ramblin39-road-brewery-farm/15732/,Microbrewery,"2970 Swimming Pool Road, La Salette, Ontario, N0E 1H0, Canada"
Rapid Ascent Brew Company,/brewers/rapid-ascent-brew-company/32425/,Client Brewer,"10985 38 St NE #109, Calgary, Alberta, T3N 1E7, Canada"
Ras L'Bock - Artisans Brasseurs,/brewers/ras-l39bock-artisans-brasseurs/23012/,Brewpub/Brewery,"134 Rue du Parc-de-l'Innovation, La Pocatière, Quebec, G0R 1Z0, Canada"
Ravens Brewing Co.,/brewers/ravens-brewing-co/23267/,Microbrewery,"2485 Townline Rd, Abbotsford, British Columbia, V2T 6L6, Canada"
RavenWolf Brewing,/brewers/ravenwolf-brewing/45906/,Microbrewery,"45C South Ave,, Spruce Grove,, Alberta, T7X 3A3, Canada"
Rebellion Brewing Co. (Canada),/brewers/rebellion-brewing-co-canada/21430/,Microbrewery,"1901 Dewdney Ave, Regina, Saskatchewan, S4R 8R2, Canada"
Red Arrow Brewing Company,/brewers/red-arrow-brewing-company/23277/,Microbrewery,"5255 Chaster Road, Duncan, British Columbia, V9L 5J2, Canada"
Red Barn Brewing Co. (Canada),/brewers/red-barn-brewing-co-canada/38553/,Microbrewery,"20466 Lagoon Rd, Blenheim, Ontario, N0P 1A0, Canada"
Red Bird Brewing,/brewers/red-bird-brewing/32852/,Microbrewery,"1086 Richter St, Kelowna, British Columbia, V1Y 2K5, Canada"
Red Collar Brewing Co.,/brewers/red-collar-brewing-co/21209/,Microbrewery,"355 Lansdowne St., Kamloops, British Columbia, V2C 1X9, Canada"
Red Hart Brewing,/brewers/red-hart-brewing/42295/,Microbrewery,"488 McCoy Drive #112, Red Deer, Alberta, T4E 0A4, Canada"
Red Tape Brewery,/brewers/red-tape-brewery/44718/,Brewpub/Brewery,"159 Main St, Toronto, Ontario, M4E 2V9, Canada"
Red Thread Brewing Co.,/brewers/red-thread-brewing-co/30123/,Client Brewer,"Ontario, Canada"
Red Truck Beer Company (MJG - Mark James Group),/brewers/red-truck-beer-company-mjg-mark-james-group/5359/,Microbrewery,"295 East 1st Avenue, Vancouver, British Columbia, V5T 1A7, Canada"
Redline Brewhouse,/brewers/redline-brewhouse/23687/,Brewpub/Brewery,"431 Bayview, Unit 8 & 9, Barrie, Ontario, L4N 8Y2, Canada"
Refined Fool Brewing Co.,/brewers/refined-fool-brewing-co/19558/,Microbrewery,"137 Davis St., Sarnia, Ontario, N7T 1A2, Canada"
Rendezvous Brewery & Taproom,/brewers/rendezvous-brewery-taproom/43642/,Microbrewery,"368 Stephen Street, Morden, Manitoba, R6M 1T5, Canada"
Réservoir - Brasseur,/brewers/reservoir-brasseur/3059/,Brewpub,"9, Avenue Duluth Est, Montréal, Quebec, H2W 1G7, Canada"
Revival Brewcade,/brewers/revival-brewcade/38441/,Brewpub/Brewery,"1217B 9 Ave SE, Calgary, Alberta, T2G 0S9, Canada"
Rewind Brewing,/brewers/rewind-brewing/50049/,Brewpub/Brewery,"2809 Murray St, Port Moody, British Columbia, V3H 1X3, Canada"
Ribstone Creek Brewery,/brewers/ribstone-creek-brewery/14175/,Microbrewery,"4924 51 Street, Edgerton, Alberta, T0B 1K0, Canada"
Ridge Brewing Co.,/brewers/ridge-brewing-co/23620/,Microbrewery,"22826 Dewdney Trunk Rd, #2, Maple Ridge, British Columbia, V2X 7Y3, Canada"
Ridge Rock Brewing Co.,/brewers/ridge-rock-brewing-co/38916/,Brewpub/Brewery,"421 Donald B. Munro Dr, Carp, Ontario, K0A 1L0, Canada"
Riot Brewing Co.,/brewers/riot-brewing-co/29272/,Microbrewery,"101A - 3055 Oak St, Chemainus, British Columbia, V0R 1K1, Canada"
River Road Brewing & Hops,/brewers/river-road-brewing-hops/35496/,Microbrewery,"35449 Bayfield River Road, Bayfield, Ontario, Canada"
River Run Brew Co.,/brewers/river-run-brew-co/40630/,Brewpub/Brewery,"146 Christina St N, Sarnia, Ontario, N7T 5T9, Canada"
Riverbend - Microbrasserie,/brewers/riverbend-microbrasserie/25351/,Microbrewery,"945, Avenue Sicard, Alma, Quebec, G8B 7R5, Canada"
Riverhead Brewing Company,/brewers/riverhead-brewing-company/31767/,Microbrewery,"631 Fortune Crescent Unit 10, Kingston, Ontario, K7P 0L5, Canada"
Robin - Bière Naturelle,/brewers/robin-biere-naturelle/38212/,Brewpub/Brewery,"6547, Rue Foster, Waterloo, Quebec, J0E 2N0, Canada"
Rocky View Brewing Company,/brewers/rocky-view-brewing-company/32424/,Microbrewery,"4 Willow Lane, Cochrane, Alberta, T4C 1A2, Canada"
Roof Hound Brewing Co.,/brewers/roof-hound-brewing-co/28170/,Brewpub/Brewery,"2543 Ridge Rd, Digby, Nova Scotia, B0V 1A0, Canada"
Roquemont - Microbrasserie,/brewers/roquemont-microbrasserie/23594/,Brewpub/Brewery,"105, Grande-Ligne (route 367), Saint-Raymond, Quebec, G3L 2Y4, Canada"
Rorschach Brewing Co.,/brewers/rorschach-brewing-co/30852/,Brewpub,"1001 Eastern Ave., Toronto, Ontario, M4L 1B5, Canada"
Ross Stall - Brasserie,/brewers/ross-stall-brasserie/36013/,Brewpub,"905 Grand Boulevard O, Saint-Bruno-de-Montarville, Quebec, J3V 0L8, Canada"
Rossland Beer Company,/brewers/rossland-beer-company/20030/,Microbrewery,"1990-A Columbia Ave, Rossland, British Columbia, V1N 1A6, Canada"
Rouge River Brewing Company,/brewers/rouge-river-brewing-company/29222/,Microbrewery,"50 Bullock Dr, Markham, Ontario, L3P 3P2, Canada"
Rough Waters Brewing Company,/brewers/rough-waters-brewing-company/41884/,Microbrewery,"83 Wights Rd, Deer Lake, Newfoundland, A8A 2J1, Canada"
Route 19 Brewing,/brewers/route-19-brewing/40595/,Microbrewery,"16030 Central Ave, Inverness, Nova Scotia, B0E 1N0, Canada"
Route 8 - Microbrasserie,/brewers/route-8-microbrasserie/44311/,Brewpub,"1054 Boulevard Arthur-Sauvé, Saint-Eustache, Quebec, J7R 4K3, Canada"
Royal City Brewing Co.,/brewers/royal-city-brewing-co/19952/,Microbrewery,"199 Victoria Rd S, Unit 8C, Guelph, Ontario, N1E 2S1, Canada"
Rudder's Seafood Restaurant & Brew Pub,/brewers/rudder39s-seafood-restaurant-brew-pub/185/,Brewpub,"96 Water Street, Yarmouth, Nova Scotia, B5A 4P9, Canada"
Rumpus Beer Co.,/brewers/rumpus-beer-co/41104/,Brewpub/Brewery,"208 1 St E, Revelstoke, British Columbia, V0E 2S0, Canada"
Rural Roots Brewing Company,/brewers/rural-roots-brewing-company/46442/,Brewpub/Brewery,"21B Industrial Drive, Elmira, Ontario, N3B 2S2, Canada"
Rurban Brewing,/brewers/rurban-brewing/24613/,Microbrewery,"414-416 Cumberland St, Cornwall, Ontario, K6J5C4, Canada"
Russell Brewing Co.,/brewers/russell-brewing-co/3185/,Microbrewery,"13018 80 Ave, Surrey, British Columbia, V3W 3B2, Canada"
Rusted Rake Brewing,/brewers/rusted-rake-brewing/49555/,Microbrewery,"3106 NW Bay Rd, Nanoose Bay, British Columbia, V9P 9E2, Canada"
Rustic Reel Brewing Company,/brewers/rustic-reel-brewing-company/40999/,Brewpub/Brewery,"760 Vaughan Ave, Kelowna, British Columbia, V1Y7E4, Canada"
Rusty Wrench Brewing Company,/brewers/rusty-wrench-brewing-company/34209/,Brewpub/Brewery,"9 Front Street W, Strathroy, Ontario, Canada"
Sailor Hägar's Brew Pub,/brewers/sailor-hagar39s-brew-pub/1075/,Client Brewer,"86 Semisch Avenue, North Vancouver, British Columbia, V7M 3H8, Canada"
Saint Andrews Brewing,/brewers/saint-andrews-brewing/46208/,Microbrewery,"201 Water St, Saint Andrews, New Brunswick, E5B 1B3, Canada"
Saint-Houblon,/brewers/saint-houblon/34597/,Brewpub/Brewery,"3130, Boulevard des Entreprises, Suite 118, Terrebonne, Quebec, J6X 4J8, Canada"
Salt Spring Island Ales,/brewers/salt-spring-island-ales/3964/,Microbrewery,"270 Furness Road, Salt Spring Island, British Columbia, V8K 1Z7, Canada"
Saltbox Brewing Company (Mahone Bay Brewing Co.),/brewers/saltbox-brewing-company-mahone-bay-brewing-co/27137/,Microbrewery,"363 Main Street, Mahone Bay, Nova Scotia, B0J 2E0, Canada"
Salty Dog Brewing Company,/brewers/salty-dog-brewing-company/23702/,Brewpub/Brewery,"615 Prince St, Truro, Nova Scotia, B2N 1G2, Canada"
Sandwich Brewing Co.,/brewers/sandwich-brewing-co/33704/,Brewpub/Brewery,"3232 Sandwich Street, Windsor, Ontario, N9C 1A8, Canada"
Saskatoon Brewery,/brewers/saskatoon-brewery/11182/,Brewpub,"610 2nd Avenue North, Saskatchewan, Saskatchewan, S7K 2C7, Canada"
Saulter Street Brewery,/brewers/saulter-street-brewery/32496/,Microbrewery,"1-31 Saulter Street, Toronto, Ontario, M4M 2H8, Canada"
Savoie's Brewhouse,/brewers/savoie39s-brewhouse/25261/,Microbrewery,"132 Rue Chaleur, Charlo, New Brunswick, E8E 2E8, Canada"
Sawback Brewing Co.,/brewers/sawback-brewing-co/39373/,Microbrewery,"7023 Johnstone Drive, Red Deer, Alberta, T4P 0L9, Canada"
Sawdust City Brewing Co.,/brewers/sawdust-city-brewing-co/13784/,Microbrewery,"397 Muskoka Rd. N., Gravenhurst, Ontario, P1P 1T5, Canada"
Schoolhouse Brewery,/brewers/schoolhouse-brewery/21886/,Microbrewery,"40 Water St, Windsor, Nova Scotia, B0N2T0, Canada"
Schooner Street Brewery,/brewers/schooner-street-brewery/48988/,Microbrewery,"200 Bathurst Dr, Waterloo, Ontario, N2V 2L7, Canada"
Screaming Retriever Brewing Company,/brewers/screaming-retriever-brewing-company/47618/,Microbrewery,"4204 Varmoor Rd NW, Calgary, Alberta, T3A 0B3, Canada"
Sea Change Brewing Co.,/brewers/sea-change-brewing-co/37801/,Microbrewery,"9850 62 Ave NW., Edmonton, Alberta, T6E 0E3, Canada"
Sea Level Brewing,/brewers/sea-level-brewing/9685/,Brewpub/Brewery,"980 Terry’s Creek Road, Port Williams, Nova Scotia, B0P 1T0, Canada"
Secret Cove Brewing Company,/brewers/secret-cove-brewing-company/38111/,Microbrewery,"92-96 Main St, Port au Port, Newfoundland, A0N 1T0, Canada"
Section 6 Brewing,/brewers/section-6-brewing/52609/,Microbrewery,"1126 Princess Avenue, Brandon, Manitoba, R7A 0P9, Canada"
Shacklands Brewing Company,/brewers/shacklands-brewing-company/16132/,Brewpub/Brewery,"Unit 101, 100 Symes Road, Toronto, Ontario, M6N 0A8, Canada"
Shakespeare Brewing Co.,/brewers/shakespeare-brewing-co/34200/,Microbrewery,"2178 Line 34, Shakespeare, Ontario, Canada"
Shaketown Brewing,/brewers/shaketown-brewing/46066/,Microbrewery,"104 Esplanade E, North Vancouver, V7L 1A1, Canada"
Shawbridge - Microbrasserie & Charcuteries,/brewers/shawbridge-microbrasserie-charcuteries/35519/,Brewpub/Brewery,"3023, Boulevard Curé-Labelle, Prévost, Quebec, J0R 1T0, Canada"
Shawn & Ed Brewing Co.,/brewers/shawn-ed-brewing-co/27956/,Microbrewery,"65 Hatt Street, Dundas, Ontario, L9H 0C1, Canada"
Sheepdog Brewing,/brewers/sheepdog-brewing/40152/,Microbrewery,"Unit 112, 105 Bow Meadows Crescent, Canmore, Alberta, T1W 2W8, Canada"
Sherwood Mountain Brewhouse,/brewers/sherwood-mountain-brewhouse/22083/,Microbrewery,"101-4816 Hwy 16 West, Terrace, British Columbia, V8G1L6, Canada"
Shillow Beer Co.,/brewers/shillow-beer-co/21559/,Microbrewery,"1458 Cyrville Road, Ottawa, Ontario, K1B 3L9, Canada"
Shipwright Brewing Company,/brewers/shipwright-brewing-company/40276/,Microbrewery,"82 Montague Street, Lunenburg, Nova Scotia, Canada"
Shore Line Brewing Co.,/brewers/shore-line-brewing-co/43265/,Brewpub/Brewery,"3477 Lakeshore Rd, Kelowna, British Columbia, V1W 1V3, Canada"
Short Finger Brewing Co.,/brewers/short-finger-brewing-co/36314/,Microbrewery,"20 Hurst Ave,, Kitchener, Ontario, Canada"
Shuswap Lake Brewing Co. / Barley Station Brew Pub,/brewers/shuswap-lake-brewing-co-barley-station-brew-pub/8518/,Brewpub,"20 Shuswap Street, Salmon Arm, British Columbia, V1E 4H7, Canada"
Side Launch Brewing Company,/brewers/side-launch-brewing-company/18317/,Microbrewery,"200 Mountain Road Unit 1, Collingwood, Ontario, L9Y 4V5, Canada"
Sidekick Brewing (BC),/brewers/sidekick-brewing-bc/50884/,Brewpub,"45530 Vedder Mountain Rd Unit 106, Chilliwack, British Columbia, V2R 4C3, Canada"
Siding 14 Brewing Company,/brewers/siding-14-brewing-company/32034/,Microbrewery,"3520 67 Street, Ponoka, Alberta, T1J 4J8, Canada"
Signal Brewing Company,/brewers/signal-brewing-company/31283/,Microbrewery,"87 River Road, Corbyville, Ontario, K0K 1V0, Canada"
Silo - Brasserie,/brewers/silo-brasserie/41613/,Brewpub/Brewery,"109 Louvain Ouest, Montréal, Quebec, H2N 1A4, Canada"
Silver Valley Brewing Co.,/brewers/silver-valley-brewing-co/33265/,Microbrewery,"Unit 104 11952 224th Street, Maple Ridge, British Columbia, V2X 6B3, Canada"
Silversmith Brewing Company,/brewers/silversmith-brewing-company/14908/,Microbrewery,"1523 Niagara Stone Road, Niagara-on-the-Lake, Ontario, L0S 1J0, Canada"
Simple Malt - Brasseurs Illimités,/brewers/simple-malt-brasseurs-illimites/10829/,Microbrewery,"385, Rue du Parc, Local 102, Saint-Eustache, Quebec, J7R 0A3, Canada"
Sir Monty's Brewing Company,/brewers/sir-montys-brewing-company/33286/,Brewpub/Brewery,"1540 Durham Regional Highway 2, Courtice, Ontario, L1E 0L7, Canada"
Situation Brewing,/brewers/situation-brewing/27293/,Brewpub,"10308 – 81 Ave, Edmonton, Alberta, T6E 1X2, Canada"
Six Corners Brew Works,/brewers/six-corners-brew-works/22349/,Client Brewer,"Okotoks, Alberta, Canada"
Skeleton Park Brewery,/brewers/skeleton-park-brewery/27512/,Brewpub,"675 Arlington Park,  Pl #3, Kingston, Ontario, K7M 7E4, Canada"
Slackwater Brewing,/brewers/slackwater-brewing/40155/,Microbrewery,"218 Martin Street, Penticton, British Columbia, V2A5K3, Canada"
Slake Brewing,/brewers/slake-brewing/44090/,Microbrewery,"181 Mowbray Rd, Picton, Ontario, K0K 2T0, Canada"
Slate Island Brewing Company,/brewers/slate-island-brewing-company/50320/,Microbrewery,"9 Simcoe Plaza, Terrace Bay, Ontario, P0T 2W0, Canada"
Sleeman Breweries (Sapporo),/brewers/sleeman-breweries-sapporo/227/,Commercial Brewery,"551 Clair Road West, Guelph, Ontario, N1L 1E9, Canada"
Sleeping Giant Brewing Co. (Canada),/brewers/sleeping-giant-brewing-co-canada/15275/,Microbrewery,"712 Macdonell St, Thunder Bay, Ontario, P7B 4A6, Canada"
Slow Hand Beer Company,/brewers/slow-hand-beer-company/33711/,Microbrewery,"1830 Powell St, Vancouver, British Columbia, V5L1H9, Canada"
Small Block Brewing Co.,/brewers/small-block-brewing-co/36633/,Brewpub,"203 - 5301 Chaster Road, Duncan, British Columbia, V9L 6T7, Canada"
Small Gods Brewing (BC),/brewers/small-gods-brewing-bc/50050/,Brewpub/Brewery,"9835 Third St, Sidney, British Columbia, V8L 3A7, Canada"
Small Pony Barrel Works,/brewers/small-pony-barrel-works/30382/,Microbrewery,"101 Schneider Road, Ottawa, Ontario, K0A1T0, Canada"
